"hap","Dim 1","Dim 2","Dim 3","Dim 4","Dim 5"
"C",0.848166032790477,-1.10683799733307,-0.214822565353849,3.70497373028194,1.22161482323815
"C2a",0.184816881466282,-0.440235766630173,0.412903572310626,-0.144013077640104,0.757211092710489
"C2b",-0.183832855551421,0.0828926032065329,-0.00246209434656678,0.134846811051147,0.0143268447478438
"D1a",-0.0899318766670153,0.0138144721152955,0.0246233340008354,0.221041487234816,0.198721726237927
"E1b",2.01640149799913,1.03045108968976,-0.0964333192717826,-0.122744673072645,0.168999604477077
"F",0.605193854316375,0.389152609054136,0.397936537870451,3.01806601564106,0.122459439769123
"J1a",1.76714252083144,-1.50243993452004,-0.206209722405239,-0.105502252240884,0.727784821272598
"J2a",1.73020108979658,0.374763653490279,0.00686243729949574,-0.132886126196823,0.143409386868007
"N",1.58529832438427,-2.49593217720459,2.80444382889916,0.957480285196604,1.15106889736451
"N1a",0.289705637055108,-0.396360532253608,-0.381648420173033,-0.00847002504841598,0.216080895194176
"N1b",-0.13496375457853,0.0196395167785339,0.0623455198562543,0.421094381812791,-0.0669800637043695
"N2",2.59447002353632,-3.77660959843327,4.3410804274422,-0.102778364673525,0.324447903560287
"N2a",3.06223437715632,-3.66904078147789,-0.856069988062789,-0.0674209697671516,2.90076396549161
"No1",1.11730191361617,-1.42068687717765,-0.316632060999822,3.25087201732837,1.0945089332322
"O1a",-0.215718416527769,0.129233667050151,0.0169896085200551,-0.0985779925734597,-0.232599591964847
"O2a",-0.180661161498433,0.0765743990507858,0.00697395179493657,-0.0564472764754388,-0.0199246815010394
"Q1",3.04596019787191,-4.41108584876744,5.06888019812787,-0.0951382482770687,0.316847138527296
"Q1a",-0.0741322699495128,-0.0236041278936094,0.0534581502053274,-0.0806087214356178,0.198443893421513
"Q1b",1.46652907035545,-1.94676543956638,0.959457149181763,-0.118829323953124,0.42715152740506
"R1",4.24875893058976,-2.82605106629495,2.39797891282783,-0.0673046434835542,-2.24157177929562
"R1a",1.38145594995292,-1.22479410115622,-0.556140879691947,-0.0993423236558139,-0.124502327593004
"R1b",1.58090886163125,-1.70667584645917,0.512854229618394,-0.0536299195582998,-0.530608858244176
"G2",3.82170221700513,-3.46563792384667,-5.56401062456212,-0.0311541705234195,-0.673552434379367
"G2a",0.872155763461173,0.0952918856084739,-0.244795926166261,0.00742149715697347,-0.296497136327502
"H",1.73459395305013,-1.62603053183735,-2.762084705317,-0.155186415217944,-0.761980214695763
"H1a",5.72785372648744,4.66224147781598,0.374192298847621,-0.0641784187564653,0.249739578366058
"I2a",3.65071197383353,-0.273308966280531,-1.34144615163776,-0.0709234854069118,-0.681544910002448
"J",0.257907144162515,0.258003195072304,-0.0723380559468846,-0.149132537214065,0.285226140469825
"J2b",2.15213891710011,1.41443315952872,0.309830910155225,0.347849108406676,-0.194637229836196
"K2b",1.94702724217499,-0.488223781008109,-1.7491992820906,3.11444897087435,-0.492530853277632
"L1a",4.18461165993273,2.96428318003978,0.5955477197391,-0.0895794947541494,-0.107273665716177
"No",6.63591489625509,2.90095158392699,-1.74154754867564,-0.0283385911424622,-0.12991518068908
"O1b",-0.183040783861599,0.103987486073036,-0.00213838021342438,-0.00724129100409795,-0.0464825663341954
"Q",3.82170221700513,-3.46563792384667,-5.56401062456212,-0.0311541705234195,-0.673552434379367
"R",1.73459395305013,-1.62603053183735,-2.762084705317,-0.155186415217944,-0.761980214695763
"R2",1.0663809493675,-1.01851784465376,-1.6872059250389,-0.113379595293611,0.0569710153169488
"R2a",3.29228421355804,2.21388619929578,-0.26161245373826,-0.102220746088478,0.146298677859086
"T1",3.82170221700513,-3.46563792384667,-5.56401062456212,-0.0311541705234195,-0.673552434379367
"C2",0.0389473361766768,-0.248892524250289,0.505815923288135,1.47092303069223,-1.12744143774886
"D1",-0.179319728743923,0.0782157256891824,0.0429932237088227,5.46306734205872,-0.109661088274073
"N1",0.665285971507177,-0.988843539325904,1.25137545826415,4.27114973565976,-1.57069494612757
"O1",-0.250668612685579,0.130882976897212,0.0143821926063275,0.563781655100872,-0.45207845044495
"O2",-0.128142637687234,0.0390741117704842,-0.0209167970633931,0.158729726527882,0.25042191415188
"Q2a",2.45660508463845,-1.49271351159308,2.97116727985186,-0.121156788861408,-2.57019398538691
"C1b",0.124982540568908,0.391276466470287,0.0738820684509681,1.29126312452365,0.27012964059804
"H3b",8.88728503965504,7.99422319014591,1.31642291203355,-0.0260861276376962,0.304994622263151
"J1b",8.88728503965504,7.99422319014592,1.31642291203355,-0.0260861276376962,0.304994622263151
"L1",2.13596799305586,2.02124172521531,0.309817080504537,-0.117985829198623,0.353788025884458
"Q2b",5.28658261480215,4.80863307551626,0.779566468551409,-0.0750993018035236,0.331017770861182
"R2b",8.88728503965504,7.99422319014592,1.31642291203355,-0.0260861276376962,0.304994622263151
"T1a",3.74342443272233,3.4433801692464,0.549485135630492,-0.0961049478745925,0.342170548831766
"K2a",-0.306597185781553,0.231891996169417,0.143485899375692,5.66803332325515,0.677061056342712
"F2",-0.1144710224772,0.0302479035717703,-0.0257181966717996,-0.148619063052265,0.370052493758227
"G1",-0.273166548095657,0.152467207971904,0.0179880770614841,-0.235685460959067,-0.443587832088697
"G1a",-0.1144710224772,0.0302479035717703,-0.0257181966717996,-0.148619063052265,0.370052493758227
"G2b",-0.1144710224772,0.0302479035717703,-0.0257181966717996,-0.148619063052265,0.370052493758227
"I1",-0.193818785286429,0.0913575557718369,-0.00386505980515773,-0.192152262005666,-0.0367676691652348
"J1",-0.1144710224772,0.0302479035717703,-0.0257181966717996,-0.148619063052265,0.370052493758227
"J2",-0.1144710224772,0.0302479035717703,-0.0257181966717996,-0.148619063052265,0.370052493758227
"O2b",-0.193331989195575,0.0909826499301186,-0.00399912812949294,-0.191885187165461,-0.0342718399448455
"C1a",-0.352514310904886,0.21357686017197,0.039841213928126,-0.279218659912469,-0.850407995012159
"I2",-0.352514310904886,0.21357686017197,0.0398412139281259,-0.279218659912469,-0.850407995012158
"O",-0.352514310904886,0.21357686017197,0.0398412139281259,-0.279218659912469,-0.850407995012158
"Q2",-0.352514310904886,0.21357686017197,0.0398412139281259,-0.279218659912469,-0.850407995012158
"T",-0.352514310904886,0.21357686017197,0.0398412139281259,-0.279218659912469,-0.850407995012159
